D0,F1,F2,D3,D4,F5,D6,F7,D8,Label
1,1,0,1,1,0,1,1,1,1
1,0,0,1,0,0,1,1,1,0
1,0,1,0,1,1,1,0,1,0
1,1,1,1,1,0,0,0,0,1
0,0,0,0,1,0,1,1,0,0
0,0,0,0,1,0,1,1,1,1
0,0,1,0,0,0,0,1,0,0
1,1,1,0,0,1,0,0,1,0
1,1,1,0,1,1,1,1,0,1
0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,0,1
1,1,1,1,1,1,1,0,0,0
1,1,1,1,1,1,0,0,1,0
0,1,1,0,0,1,0,1,0,0
1,1,0,1,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,1
1,1,1,1,1,1,0,0,0,1
1,0,1,0,1,1,1,0,0,1
1,0,1,0,0,1,0,1,1,0
0,1,0,0,0,0,0,0,1,1
0,1,0,1,0,0,0,1,0,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,0,1
1,0,1,1,1,1,1,0,0,0
1,1,0,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1
1,1,1,1,1,0,0,1,0,1
0,0,0,0,1,0,0,0,1,0
0,1,0,1,0,1,0,1,1,0
1,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,1,1,1,1,0
0,1,0,1,0,0,1,1,1,1
1,0,0,1,0,1,0,0,0,0
1,1,1,0,1,0,0,1,0,0
0,1,0,0,1,1,0,0,1,0
1,1,1,1,1,1,1,1,0,0
1,1,0,1,0,0,0,0,1,1
1,1,1,0,1,1,1,0,1,0
1,1,0,0,1,1,0,0,1,1
1,1,0,1,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,0
0,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,0,1,0
0,0,1,1,1,0,0,1,1,1
0,1,1,0,1,1,1,0,0,0
0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,0,0,1,0
1,0,0,0,1,0,1,0,0,1
0,1,1,0,0,0,0,0,1,1
0,1,0,1,1,1,0,1,0,0
0,1,1,1,0,1,1,1,1,1
0,1,0,0,1,1,0,1,0,1
1,1,1,1,1,0,1,0,0,0
1,1,1,0,1,1,1,1,1,0
0,1,1,0,1,1,1,0,1,1
1,1,1,1,0,0,0,1,0,0
1,1,0,0,0,0,0,1,0,1
0,0,0,0,1,1,1,0,0,0
1,1,0,0,1,1,1,1,1,0
1,0,0,1,1,1,1,1,0,0
0,0,0,0,0,0,1,1,1,0
1,1,0,1,1,0,1,0,1,1
0,1,1,0,0,1,0,0,1,1
1,0,0,0,1,0,0,1,1,1
0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,1,1,0
1,1,0,1,0,1,1,1,1,0
1,1,1,0,0,1,0,0,1,0
0,0,1,1,1,1,0,0,0,0
1,1,1,0,0,1,1,0,0,0
1,1,0,0,1,0,1,0,1,0
0,1,1,0,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,1
1,0,0,1,0,0,0,0,1,1
1,1,0,0,0,1,1,1,0,0
0,1,0,1,1,1,0,0,0,0
0,0,1,1,0,0,0,1,1,0
0,0,1,0,0,1,0,1,0,0
1,1,1,1,0,1,0,1,0,0
1,1,0,0,1,1,1,0,1,0
1,1,1,1,0,1,0,0,1,1
1,0,0,1,1,0,1,0,1,1
1,1,1,0,1,1,1,0,1,0
0,1,1,1,0,0,1,1,1,1
0,1,1,1,1,0,0,1,0,0
1,1,0,1,1,1,1,1,0,0
0,0,0,1,0,0,0,0,0,1
1,1,0,1,0,0,1,0,1,0
0,1,1,1,1,1,1,0,0,1
1,0,1,1,1,0,1,0,0,0
0,1,1,0,1,1,1,0,1,1
0,0,1,0,1,0,1,1,1,1
0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,1,0,0,0,1
1,0,0,1,1,0,0,0,1,0
0,0,1,0,0,0,1,1,0,1
0,0,0,0,1,1,1,0,0,0
0,0,0,1,0,0,0,0,1,0
0,0,0,1,1,1,0,0,1,1
0,1,1,1,1,0,0,1,0,0
1,0,0,1,0,1,0,1,1,1
0,1,1,0,1,1,0,0,0,1
1,1,0,1,0,1,1,0,0,1
0,0,0,1,0,0,0,0,0,1
0,1,1,0,1,1,1,1,0,0
1,0,0,1,0,0,1,0,0,1
1,0,0,1,1,1,1,1,0,0
1,1,0,0,1,1,0,1,1,1
0,0,0,0,1,0,1,1,1,1
0,1,1,0,1,1,1,1,0,0
0,0,1,1,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,1
0,1,1,1,0,1,0,0,0,1
0,1,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,1,1,0
1,0,0,1,0,1,1,0,0,1
1,0,0,0,1,1,0,1,1,1
1,0,1,0,1,0,1,0,1,0
0,1,0,1,1,1,0,1,1,1
1,1,1,1,1,0,1,0,0,0
1,1,1,1,0,1,1,0,1,0
1,0,0,1,0,0,1,0,1,0
1,1,0,1,1,0,1,1,0,0
1,0,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,0,0,0
1,0,1,0,0,0,0,1,1,0
0,1,0,0,1,0,0,0,0,1
0,0,1,1,1,1,0,1,0,0
1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,0,0,1
1,0,1,1,1,0,0,1,1,0
0,1,1,0,1,1,0,0,0,1
1,1,1,1,0,1,1,1,0,1
0,1,0,1,0,1,0,1,0,1
1,1,1,0,1,1,0,0,1,1
1,1,0,0,1,0,0,1,1,1
0,0,0,1,1,1,0,1,0,0
0,0,1,0,0,1,0,0,0,0
1,1,0,1,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,0,0
0,0,1,1,1,1,0,0,0,0
1,1,1,1,0,1,0,0,1,1
1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,1,0,0,1
0,1,0,1,1,0,0,1,1,1
0,0,0,1,1,0,0,0,1,1
0,1,1,0,1,1,0,1,1,0
0,1,0,0,0,0,0,1,1,1
1,1,1,1,0,0,0,1,1,1
1,0,1,1,0,0,0,1,1,1
1,0,0,0,1,0,1,1,0,1
1,0,1,1,1,0,0,1,1,0
1,1,0,0,0,0,1,1,1,1
1,0,0,1,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0
0,1,0,1,1,0,1,1,1,0
0,0,0,1,0,0,0,0,0,1
1,1,0,1,0,0,0,0,1,1
0,0,1,0,1,1,1,0,1,1
1,1,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,1,1
0,0,1,0,1,1,1,0,0,0
1,0,0,0,1,1,1,1,0,1
1,1,0,1,1,0,0,0,0,1
1,1,0,1,0,1,0,1,1,1
1,0,0,1,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,1
0,0,0,1,1,1,1,1,1,0
0,0,0,0,1,1,1,1,0,0
1,1,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,1
0,0,1,1,0,0,1,0,1,1
1,0,0,0,0,1,1,1,1,1
1,0,1,1,1,1,0,1,1,0
0,1,0,0,1,1,1,0,0,0
1,1,1,1,0,1,0,1,0,0
1,0,1,1,1,1,0,1,0,1
0,1,0,1,1,0,0,1,1,1
1,0,0,0,0,1,0,1,1,0
1,0,1,1,1,1,0,1,0,1
1,1,1,0,0,1,0,1,1,0
1,1,0,1,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,0
0,1,1,0,1,1,0,1,0,1
0,1,0,0,1,0,1,1,0,0
0,0,0,0,1,0,0,0,1,0
1,0,0,1,0,0,1,1,0,1
1,1,1,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1
0,1,1,1,0,1,0,0,0,1
0,1,1,0,1,0,1,1,1,1
0,1,0,1,0,0,0,0,1,0
1,0,0,1,1,0,1,1,0,0
1,0,0,1,1,0,1,0,0,0
1,1,1,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0
1,0,0,0,1,0,0,0,1,1
0,0,0,1,1,0,0,0,0,0
0,0,0,1,1,0,1,0,0,1
1,0,1,0,1,0,1,1,1,0
1,0,1,0,0,0,1,0,0,0
1,0,0,0,0,1,1,0,1,1
0,0,0,1,0,1,1,0,0,0
0,1,1,0,1,0,1,0,0,0
1,0,1,1,1,1,0,0,0,1
0,1,0,1,0,1,1,1,0,0
0,1,1,1,1,1,0,0,0,0
1,0,1,1,0,1,1,1,0,1
0,1,1,0,1,0,1,1,1,1
1,0,0,0,0,1,0,1,0,1
1,0,1,0,1,1,1,0,1,0
0,1,1,1,1,0,0,1,0,0
0,1,0,1,0,0,0,0,1,0
0,1,1,0,1,1,0,1,1,0
1,0,0,0,1,1,1,0,0,1
0,0,0,0,1,1,1,0,1,1
0,1,1,0,0,1,0,1,0,0
0,1,0,0,1,0,0,1,1,0
1,1,0,0,1,0,0,1,1,1
1,1,1,1,0,1,1,1,1,0
1,1,1,0,0,1,1,1,1,1
1,0,0,0,0,0,1,0,0,0
1,0,0,1,1,1,1,0,0,0
0,1,0,1,1,0,0,1,1,1
1,0,1,1,1,0,1,0,0,0
0,0,1,1,0,1,1,0,0,0
1,0,1,0,1,1,1,1,0,1
0,1,0,1,0,0,0,1,0,1
1,1,0,1,1,1,0,0,0,1
0,1,0,0,1,0,0,0,1,0
0,1,1,0,1,1,0,0,0,1
1,1,0,0,0,1,1,0,1,1
1,1,0,1,1,1,0,1,1,0
1,1,1,1,0,1,1,0,0,1
0,0,1,1,0,1,1,1,1,1
1,0,0,1,1,0,1,1,1,1
1,1,0,0,1,0,1,1,1,0
0,0,0,0,1,0,0,1,0,1
1,1,0,0,1,1,0,0,1,1
0,1,0,0,0,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0
0,0,0,0,0,1,1,0,0,1
0,0,1,0,1,1,0,0,1,0
0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1
1,1,0,1,1,1,1,0,1,1
0,0,1,1,0,1,1,1,0,0
1,1,1,1,0,1,0,0,0,0
1,0,1,0,1,1,0,1,0,0
1,0,1,0,1,0,1,0,1,0
1,1,1,1,0,0,0,0,1,1
1,0,0,0,1,1,0,0,1,1
0,1,0,1,1,1,1,1,1,0
0,1,0,1,1,0,0,1,1,1
0,0,1,1,1,0,0,1,1,1
0,0,0,1,0,0,1,1,0,0
1,0,0,0,0,1,0,1,1,0
1,1,1,0,0,0,0,0,1,0
1,1,0,1,1,1,1,0,1,1
1,1,1,1,0,1,1,0,0,1
1,1,0,1,0,0,1,1,1,0
0,1,1,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,1,0,0,1,0,1,0
1,0,0,1,0,0,1,1,0,1
0,1,1,0,0,1,0,1,0,0
0,1,0,0,1,1,1,1,1,1
0,0,1,0,0,1,1,0,0,1
1,1,0,1,0,0,0,1,0,0
1,0,0,0,0,1,0,1,0,1
1,0,0,0,1,1,1,1,0,1
1,0,1,1,1,0,1,0,0,0
1,1,1,0,1,1,0,0,1,1
1,1,1,0,0,1,0,0,1,0
1,0,0,1,0,0,1,0,0,1
1,1,0,0,1,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,1,1
1,0,0,1,0,0,0,1,1,1
1,1,0,1,1,1,1,1,1,1
0,1,1,1,0,0,0,1,1,0
1,1,0,1,1,0,1,1,1,1
1,0,0,1,1,1,0,1,0,1
0,0,0,1,0,1,1,1,0,0
1,1,0,1,1,0,0,0,0,1
0,1,0,1,0,1,1,1,0,0
1,0,0,0,1,1,1,0,0,1
0,0,1,1,0,0,0,0,1,0
0,1,1,1,1,1,1,0,1,0
1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,1,0,0,1
1,0,1,1,1,0,0,0,1,0
1,0,0,1,1,1,0,0,0,1
0,0,0,0,1,1,0,1,0,1
0,0,0,1,0,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,1,1,0,1,0
1,1,0,0,0,1,1,1,0,0
1,1,1,0,0,1,1,1,1,1
1,0,0,1,0,0,1,0,0,1
0,0,0,1,1,0,0,0,0,0
0,0,1,0,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,1
1,1,1,1,1,1,1,0,0,0
0,0,0,1,0,0,1,0,1,1
0,0,0,1,0,0,1,0,0,0
1,0,1,1,0,1,1,0,1,0
0,1,0,1,0,1,0,1,0,1
1,0,1,1,0,0,0,0,0,0
0,0,1,1,0,1,0,1,1,0
1,0,1,1,1,1,0,0,0,1
1,1,1,0,0,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1
0,0,0,1,0,1,1,1,0,0
0,0,1,1,1,1,1,0,1,0
0,0,0,0,1,0,1,0,1,1
0,1,1,1,1,1,1,1,0,1
0,0,1,0,0,1,1,0,0,1
1,1,1,0,0,1,0,1,1,0
0,1,0,0,0,0,1,1,1,0
1,0,1,1,1,1,0,1,1,0
0,1,0,0,0,1,1,0,0,1
1,1,1,1,1,0,1,0,1,1
1,1,0,1,0,0,1,1,0,1
1,1,1,0,0,1,0,1,1,0
1,1,0,1,0,1,0,1,1,1
0,1,1,0,0,1,1,1,0,1
0,1,1,1,0,0,1,0,0,0
0,0,1,1,0,0,0,1,1,0
1,1,1,1,0,0,1,0,0,1
1,1,1,1,1,1,1,1,0,0
0,0,0,1,1,1,1,1,1,0
0,1,1,0,1,1,0,1,0,1
0,1,0,0,1,1,0,1,0,1
1,1,0,0,0,1,1,1,0,0
0,0,1,0,1,1,1,1,1,1
1,0,0,0,1,0,1,0,1,0
1,1,0,1,1,0,1,1,1,1
0,1,0,1,0,1,1,0,0,0
1,0,1,1,0,0,0,0,0,0
0,0,0,1,0,1,0,1,1,0
1,0,1,0,1,0,1,1,1,0
1,1,1,1,1,0,0,1,1,0
1,0,0,1,0,1,0,0,0,0
0,1,0,0,0,1,0,1,1,1
0,1,1,1,1,0,1,0,0,1
0,0,1,1,0,0,0,0,0,1
1,0,1,0,0,1,1,1,0,0
0,1,0,1,1,1,1,0,1,0
1,1,0,1,0,0,0,1,0,0
1,1,0,0,1,1,1,1,1,0
0,0,1,0,0,0,0,1,1,1
0,1,0,1,0,0,0,1,0,1
0,1,0,1,1,1,0,1,0,0
0,1,1,1,1,0,1,1,1,0
1,0,1,0,0,0,0,1,0,1
1,1,0,1,0,1,0,1,0,0
1,0,0,0,0,1,0,0,0,1
1,1,0,1,1,1,0,0,1,0
1,1,0,1,1,1,1,0,0,0
1,1,1,1,0,1,1,1,0,1
0,0,1,0,0,1,1,1,0,1
0,0,1,1,0,1,0,1,1,0
1,0,1,0,0,0,0,1,1,0
0,0,0,1,0,0,1,0,1,1
0,1,0,0,0,1,0,1,0,0
0,1,0,0,0,1,1,1,0,1
1,1,1,0,0,1,1,0,1,1
1,1,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,1,0,0
1,0,0,0,0,1,1,1,1,1
0,1,1,1,1,1,1,1,0,1
1,1,1,0,1,0,0,0,1,1
0,1,1,0,1,1,1,1,1,1
1,0,1,0,1,0,0,0,1,1
0,0,0,0,1,0,0,0,0,1
0,1,1,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,1,1
1,0,0,1,1,1,0,0,1,0
1,0,0,1,0,1,1,1,1,0
1,1,1,0,0,1,0,0,1,0
1,0,0,0,0,1,0,0,1,0
1,1,0,0,1,0,0,1,0,0
0,1,1,0,0,0,0,1,0,0
0,0,1,1,0,0,1,0,0,0
1,0,1,1,1,0,1,0,0,0
0,1,1,1,0,0,0,0,1,0
1,0,1,1,0,1,1,1,0,1
1,0,0,1,1,1,0,1,0,1
1,1,1,1,0,1,1,0,1,0
1,0,1,0,1,0,0,0,0,0
1,1,1,0,1,1,1,0,1,0
0,0,0,1,0,0,1,1,1,1
1,1,1,1,1,0,0,0,0,1
0,1,0,1,1,1,0,0,1,1
1,0,0,0,1,0,0,1,1,1
1,1,1,1,0,1,1,0,1,0
0,1,1,1,0,0,1,1,0,0
1,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,1
0,1,1,1,1,1,1,1,1,0
1,0,0,0,1,1,0,1,1,1
1,0,1,0,1,0,1,1,0,1
1,1,0,1,0,0,1,0,0,1
0,1,0,1,0,1,0,1,0,1
1,0,0,1,1,0,0,0,1,0
1,1,1,1,1,0,1,1,1,1
0,0,1,1,1,0,0,0,1,1
0,1,1,0,0,0,0,1,1,1
1,0,1,1,1,0,1,1,1,1
0,1,1,0,1,1,0,0,0,1
1,0,0,1,0,0,1,0,0,1
1,0,0,0,1,0,1,1,1,0
0,0,1,0,1,0,1,1,0,0
0,1,1,0,1,0,0,1,0,1
0,1,0,1,1,1,0,0,0,0
0,1,0,1,1,0,0,1,1,1
1,0,1,0,1,0,1,1,0,1
0,1,1,0,1,1,1,1,1,1
0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0
0,1,1,1,1,0,0,0,1,1
0,0,1,1,0,0,1,1,0,0
1,0,1,0,1,1,1,1,1,0
1,0,1,0,1,1,1,1,0,1
1,1,1,0,1,1,0,1,0,0
0,0,0,1,1,1,0,1,0,0
1,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,1,1,1,1
1,0,1,0,1,1,0,1,1,1
1,1,0,0,1,1,1,0,1,0
0,0,0,1,0,1,1,0,0,0
0,1,1,1,1,0,0,0,1,1
1,1,0,0,1,0,0,0,1,1
0,1,0,0,1,0,0,1,1,0
0,1,1,1,1,0,0,0,0,0
1,0,1,1,1,0,1,1,0,0
1,0,1,0,1,1,1,0,0,1
0,0,1,1,0,0,1,1,0,0
1,0,0,1,1,1,0,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,1,0,1,0,1,0,1,0
1,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,0,0,1
0,0,0,1,1,1,0,0,0,0
1,1,0,0,1,1,0,1,1,1
0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,0,1,0,0
0,0,0,0,0,1,1,0,1,0
0,1,1,1,0,0,1,0,1,1
1,1,0,1,0,0,1,1,0,1
0,0,0,1,1,0,1,0,0,1
0,0,1,1,0,0,0,0,1,0
1,1,1,0,1,0,1,1,1,0
0,0,1,0,1,1,1,1,1,1
1,0,0,1,1,1,1,0,0,0
1,1,1,0,1,1,1,1,0,1
1,1,1,0,1,1,1,0,1,0
1,0,1,1,1,0,1,1,0,0
0,0,1,0,1,0,1,1,1,1
0,1,1,1,1,0,0,1,1,1
1,0,0,1,0,1,0,0,1,1
0,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,1,1
0,0,1,1,1,1,1,0,1,0
0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,1,1,1
1,1,0,0,0,1,0,1,1,0
1,1,1,0,0,1,1,0,0,0
0,1,0,1,1,1,0,0,1,1
1,0,0,1,1,0,0,0,0,1
0,1,1,0,1,0,1,1,0,0
1,0,0,0,0,1,0,0,1,0
0,1,1,1,1,0,0,1,0,0
0,0,1,0,1,0,1,0,1,1
0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,1,0,1,0,1
0,0,1,1,0,1,1,0,1,1
1,0,0,0,1,1,1,1,0,1
0,1,1,1,0,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1
0,0,0,1,1,0,1,1,0,1
0,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,1,0,1
1,0,1,1,1,0,0,0,0,1
1,0,0,1,0,1,0,1,0,0
0,0,1,0,0,0,1,0,1,0
0,0,1,0,0,0,0,1,1,1
1,0,1,1,0,1,0,0,1,1
0,1,1,0,0,1,0,1,1,1
0,0,1,1,1,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,0,1,0
0,0,1,1,1,1,1,1,1,0
1,1,1,1,1,1,0,1,0,1
0,1,1,0,0,0,1,1,1,0
1,1,1,0,0,1,1,0,0,0
1,0,0,1,1,1,1,0,1,1
1,0,0,0,0,1,1,0,0,0
0,0,0,0,1,1,0,0,1,0
0,0,0,1,0,1,0,1,1,0
0,1,1,0,1,1,0,0,0,1
0,1,1,0,1,1,0,0,0,1
1,0,1,0,0,0,0,1,1,0
1,1,1,1,0,1,1,1,1,0
1,0,1,0,1,0,1,1,0,1
0,1,0,0,1,1,1,1,0,0
1,0,0,0,1,1,1,0,0,1
0,1,0,1,0,1,1,1,0,0
1,1,1,0,0,1,0,1,0,1
0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0
0,1,1,1,1,0,0,0,0,0
0,1,1,0,1,0,0,1,0,1
1,1,0,0,0,0,1,1,1,1
1,1,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,0
1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,0,0,1,0
0,1,1,0,0,1,0,1,0,0
1,1,0,0,0,1,0,0,0,1
1,0,1,1,0,1,1,0,1,0
1,1,1,1,0,1,0,0,1,1
0,1,1,0,1,0,1,1,0,0
0,1,0,0,1,0,1,0,0,0
1,1,1,0,1,1,0,0,0,0
1,1,0,1,0,0,0,1,0,0
1,0,0,1,0,0,1,1,1,0
0,1,1,1,0,0,1,1,1,1
0,0,1,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,0,0
1,1,1,0,0,1,0,1,1,0
0,0,0,1,1,1,1,1,1,0
1,0,1,0,1,1,1,0,1,0
0,0,0,0,1,1,0,1,1,0
1,1,0,0,1,1,0,0,1,1
0,0,0,0,0,1,1,0,1,0
1,0,0,0,1,1,0,1,1,1
1,1,1,1,0,1,0,1,1,1
1,1,1,1,1,1,1,1,0,0
1,0,1,1,1,0,1,1,1,1
1,0,1,0,0,1,1,1,0,0
0,1,1,1,0,1,1,1,1,1
1,0,1,1,0,1,1,0,1,0
0,0,1,0,1,1,1,0,0,0
0,1,1,1,1,1,0,1,1,1
1,1,1,0,1,1,0,1,0,0
0,1,0,1,0,1,1,1,0,0
1,0,0,0,1,1,0,1,1,1
0,1,0,0,0,1,1,0,1,0
0,0,1,1,0,1,1,0,0,0
1,0,1,0,1,0,0,1,1,1
1,0,0,0,0,0,1,0,1,1
0,0,0,1,1,1,0,0,0,0
0,1,0,0,1,1,0,1,0,1
0,1,1,0,0,1,0,1,0,0
1,1,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,1,1,0
0,0,1,1,0,1,1,0,1,1
0,1,0,0,1,0,0,0,0,1
1,0,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1
1,1,0,1,1,1,1,1,1,1
1,0,0,0,1,0,1,0,1,0
0,1,1,1,0,1,1,1,0,0
0,0,1,0,1,0,0,0,1,0
0,1,1,0,1,0,0,0,1,0
1,0,1,0,0,0,0,1,1,0
1,1,1,1,1,0,1,1,1,1
1,1,0,1,1,1,1,0,0,0
1,0,1,1,1,0,1,0,1,1
1,0,1,1,1,1,0,1,0,1
0,0,0,1,1,1,1,0,1,0
0,1,1,0,0,0,1,1,1,0
0,1,1,0,0,0,0,1,1,1
1,0,0,1,0,1,0,0,1,1
0,1,1,0,1,1,1,1,0,0
0,1,1,0,0,1,0,1,0,0
1,0,1,1,0,0,0,1,0,0
1,0,1,1,1,1,1,0,0,0
0,1,1,0,0,1,1,0,1,0
0,1,1,1,1,0,1,0,1,0
0,0,1,1,0,0,1,0,1,1
0,0,1,0,1,0,0,1,0,1
1,1,1,1,1,1,1,0,1,1
0,0,1,1,0,1,1,0,0,0
1,1,0,0,0,0,0,0,1,0
0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,1
1,1,0,0,1,1,0,1,1,1
0,1,1,0,1,1,0,0,0,1
0,1,0,0,0,0,1,0,0,1
1,1,0,1,1,0,1,1,1,1
0,0,1,1,1,1,0,0,1,1
0,0,0,0,1,0,1,0,1,1
0,0,0,1,0,1,0,1,0,1
1,0,1,1,1,1,1,0,1,1
0,0,1,1,0,1,0,0,1,0
0,0,0,0,1,1,1,1,0,0
1,1,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,1,0
0,0,1,0,0,1,1,1,0,1
1,1,0,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,0,1,1
0,0,0,1,0,1,1,0,1,1
1,0,1,1,1,1,1,0,1,1
1,0,1,1,1,1,1,0,0,0
1,0,0,1,0,0,1,0,0,1
0,0,0,0,1,1,1,0,0,0
0,0,1,0,1,0,1,1,1,1
1,1,1,0,0,1,1,1,1,1
1,1,0,1,0,0,1,0,0,1
0,0,0,0,1,0,0,1,0,1
0,0,0,1,1,0,0,0,1,1
1,1,1,0,0,1,1,0,1,1
1,0,0,0,0,0,1,1,1,1
1,0,1,1,1,1,0,0,0,1
0,1,1,1,1,0,1,1,1,0
1,1,0,0,0,0,1,1,0,0
1,1,1,0,1,0,0,0,1,1
1,1,1,0,0,1,1,1,0,0
0,0,0,1,0,0,1,1,0,0
1,0,0,1,0,1,0,0,0,0
0,1,1,0,0,1,0,0,1,1
0,1,1,0,0,0,1,1,0,1
1,0,0,0,0,1,1,1,0,0
0,1,0,0,1,0,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,0,1,0,0,1,0,0,1,0
1,0,0,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,1,0,1
0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0,1
1,1,0,1,1,0,0,0,0,1
0,1,1,0,0,1,1,1,0,1
0,0,0,0,1,1,1,1,0,0
1,0,0,0,0,0,0,1,1,0
1,0,1,1,1,1,0,1,0,1
0,0,0,1,0,0,1,1,0,0
1,0,1,1,1,0,1,0,0,0
1,1,1,1,1,1,0,1,0,1
1,1,0,1,1,1,1,0,1,1
1,0,0,0,0,1,1,0,0,0
0,1,1,1,0,0,1,1,0,0
1,0,0,1,1,1,0,1,0,1
1,0,1,1,0,1,1,0,0,1
1,1,0,1,0,0,1,1,0,1
1,0,0,0,0,1,1,1,1,1
1,1,1,0,0,1,0,1,0,1
1,0,0,0,0,1,0,1,0,1
1,1,0,0,0,0,1,0,1,1
1,0,1,0,1,1,1,0,0,1
0,0,1,0,1,1,0,0,0,1
1,0,1,0,0,0,1,1,1,1
0,1,0,1,1,1,1,1,0,1
0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,1,1,1,1,0
0,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,1,1
0,1,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,1,0,0
1,1,1,1,0,1,0,1,0,0
0,1,0,0,0,0,1,1,1,0
1,1,1,1,0,0,0,0,1,1
1,0,1,0,1,1,0,1,0,0
0,0,0,0,1,1,0,1,1,0
1,0,1,1,1,0,1,0,1,1
1,1,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,0,1
1,1,0,1,1,1,0,0,0,1
1,0,0,0,1,0,1,0,0,1
0,1,1,0,0,0,1,1,1,0
1,0,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,1,1,0
0,1,0,0,0,0,1,0,0,1
