F0,D1,F2,D3,F4,F5,F6,D7,F8,Label
1,0,0,0,0,0,0,1,0,1
1,0,1,0,1,0,1,1,1,1
0,1,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,1,0
0,0,0,1,1,1,1,0,0,1
1,1,1,0,1,1,0,1,1,0
1,1,1,1,1,0,0,0,0,0
0,1,1,0,1,0,0,1,1,0
1,0,1,1,0,0,0,0,0,1
0,0,1,0,1,1,0,1,1,1
1,0,1,1,0,0,0,1,1,0
1,0,1,1,1,1,1,0,0,1
0,1,0,0,1,0,1,0,1,1
1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,0,1,1,0,1
0,1,1,0,0,1,1,0,1,1
0,0,0,0,0,1,1,1,0,1
1,1,1,0,0,0,1,1,1,0
1,0,0,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,1
0,1,0,0,0,0,1,1,1,0
0,1,0,0,0,1,1,1,1,0
1,0,0,1,1,1,1,0,1,1
1,1,1,1,0,0,1,0,1,0
1,0,1,1,1,0,0,1,1,0
0,1,0,0,1,1,0,0,1,1
1,1,0,1,0,1,1,1,1,1
1,1,0,1,1,1,1,0,0,0
0,1,1,0,0,1,1,1,1,0
0,0,0,1,0,1,0,1,1,0
1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,1,0,1
1,0,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,1
0,1,1,0,1,1,0,1,1,0
1,0,0,1,0,0,0,1,0,0
1,0,1,0,0,1,0,0,1,0
1,1,1,0,1,1,1,1,0,0
0,1,0,1,1,1,0,1,0,1
0,1,1,0,1,0,0,0,1,1
0,1,1,1,1,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0
1,0,1,1,1,0,1,0,1,1
1,1,0,1,1,0,1,1,1,1
0,0,1,0,1,1,1,1,0,1
1,1,0,1,1,1,0,0,1,0
1,1,1,0,1,1,0,1,1,0
1,0,1,0,0,0,1,0,0,0
0,1,0,1,1,1,1,0,0,0
0,0,1,1,0,0,0,1,0,0
1,0,1,1,1,1,1,1,0,0
1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0,0,1,0
0,0,0,1,1,1,0,1,0,0
0,1,0,0,1,0,1,0,0,1
1,1,1,1,1,0,0,1,0,1
1,1,0,0,1,1,1,1,0,0
1,1,1,0,1,0,0,0,0,1
1,0,0,1,1,0,0,1,0,0
0,0,1,1,0,1,0,0,1,1
1,0,0,1,0,0,0,0,0,1
1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,1,0,0
1,0,0,1,1,1,0,1,0,0
0,0,0,1,1,1,0,0,0,1
0,1,0,0,0,1,0,0,0,1
0,0,1,0,1,0,0,0,0,0
0,0,1,0,1,0,1,1,0,1
0,0,1,1,1,0,0,1,1,0
1,1,0,0,0,0,0,0,0,1
0,1,1,1,0,0,1,1,0,1
1,0,0,1,0,1,1,1,1,0
0,1,0,1,0,0,1,1,1,1
1,1,0,0,0,0,1,0,1,1
1,1,1,1,0,1,1,0,1,0
1,0,0,0,1,0,0,0,0,0
0,1,1,0,1,1,0,0,1,1
0,1,0,1,1,1,0,1,0,1
1,1,0,1,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0,0
1,0,0,0,1,0,0,1,1,1
0,0,0,1,0,1,1,0,0,1
1,1,1,0,1,0,0,1,1,0
0,0,1,0,0,1,0,1,1,1
1,0,1,1,0,0,1,0,1,1
0,0,0,1,1,1,1,1,0,0
1,1,1,0,0,1,1,0,0,1
1,0,0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1,1,0
1,0,0,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,1,0
0,0,1,0,1,1,1,1,0,1
1,0,0,1,1,1,0,0,0,1
1,1,0,0,0,0,1,0,0,1
1,1,0,1,1,1,0,0,1,0
0,0,1,0,1,0,0,0,1,0
1,0,0,1,0,0,1,0,0,1
0,1,0,1,0,1,1,1,1,1
0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,1,1
1,1,0,0,0,0,1,0,0,1
1,1,1,1,0,1,0,1,0,1
1,0,1,0,1,0,1,1,1,1
1,1,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,0,0,1
0,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,1,1,0,1
1,1,0,0,0,0,1,0,0,1
1,1,1,1,1,1,1,0,0,0
1,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,0
0,0,1,1,0,1,0,0,0,1
1,0,0,1,0,0,0,1,1,0
1,1,1,0,1,0,1,0,1,1
1,0,0,0,1,1,1,1,0,1
1,1,0,1,0,0,1,0,1,0
1,1,0,1,0,0,1,1,0,1
1,0,0,1,0,1,0,1,1,0
1,0,1,1,0,0,1,1,1,0
1,0,1,0,0,1,1,0,0,0
0,0,0,0,1,1,1,1,1,1
1,0,1,1,1,1,0,1,0,0
0,1,0,0,0,0,1,0,1,1
0,0,1,0,1,0,0,1,1,1
1,1,0,1,0,0,1,1,0,1
1,1,1,1,1,1,0,1,0,1
1,0,1,0,1,1,1,1,0,1
1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1
0,0,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,1,0,1
0,1,0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,0,1,1
0,0,1,1,0,1,1,0,1,1
0,0,0,0,1,0,1,0,0,0
1,1,1,1,0,0,1,0,1,0
0,1,1,0,0,0,0,0,1,1
1,1,0,1,0,0,0,0,1,0
1,0,1,0,0,0,1,0,1,0
0,0,0,1,0,1,0,1,1,0
1,1,0,0,1,1,1,1,0,0
1,0,1,0,1,0,0,0,1,0
1,1,1,0,1,1,1,0,1,1
0,0,1,1,1,1,0,0,1,1
1,1,0,1,1,0,0,0,1,0
0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,1
1,0,0,0,0,0,1,1,0,1
0,0,0,1,0,1,0,1,0,0
0,0,0,1,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,1
1,0,0,0,1,0,0,0,0,0
1,1,0,0,1,1,1,1,1,0
0,1,0,0,0,1,1,0,0,1
1,1,0,0,1,1,1,0,0,1
1,1,0,0,0,1,1,1,0,0
1,1,0,0,0,0,1,0,1,1
1,0,1,1,1,1,0,1,1,0
0,1,0,0,1,1,0,1,0,0
1,1,0,0,1,0,1,0,1,1
1,0,0,0,0,0,0,1,1,1
1,0,1,0,1,1,0,1,1,1
1,0,1,0,0,1,1,1,0,1
1,0,0,0,0,0,0,1,0,1
1,0,1,1,0,1,0,1,1,0
0,0,0,1,0,1,1,0,0,1
0,1,0,0,1,1,0,0,0,1
0,0,0,1,1,1,1,0,0,1
0,1,1,1,1,1,0,1,0,1
0,1,0,1,0,0,0,1,1,1
0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,1,0,1,0,0
1,1,0,0,0,1,1,0,1,1
1,0,1,1,0,0,0,1,0,0
0,0,0,1,0,1,1,1,0,0
1,0,0,1,1,0,0,0,1,1
1,1,0,0,0,0,0,1,1,0
0,0,0,0,1,1,0,1,1,1
1,1,1,0,1,0,1,0,0,1
1,0,0,1,1,1,0,0,1,1
1,1,0,0,0,1,0,0,1,1
1,0,1,1,1,0,1,0,1,1
0,0,0,1,1,1,0,1,0,0
0,0,1,0,1,0,0,1,1,1
1,0,1,0,0,0,1,0,0,0
1,0,1,1,0,1,1,1,1,0
1,0,1,1,0,1,1,0,0,1
1,0,1,1,1,0,1,0,0,1
0,1,1,1,0,0,1,1,1,1
1,0,0,1,1,1,1,1,1,0
1,0,1,1,0,0,0,0,1,1
1,0,1,0,1,1,0,0,1,0
0,0,0,0,1,0,0,1,0,1
0,0,1,0,0,1,0,0,0,0
0,1,1,0,0,0,0,1,1,0
1,0,0,1,1,1,1,1,0,0
0,1,0,0,1,0,1,0,0,1
1,1,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0
0,0,1,0,1,0,1,0,1,0
1,0,0,0,0,0,1,1,0,1
0,0,0,0,1,1,0,1,0,1
0,1,1,0,0,1,1,0,1,1
0,1,0,1,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0
1,0,0,1,1,0,0,1,1,0
1,0,1,1,1,0,0,1,1,0
0,0,1,1,1,0,1,1,0,0
1,0,0,0,1,1,0,1,0,1
1,0,0,1,0,1,1,0,0,1
0,1,0,1,1,1,0,0,0,0
0,0,1,0,0,0,1,1,0,1
0,0,1,0,1,1,1,1,0,1
1,0,0,1,0,0,1,0,0,1
0,0,0,1,0,1,1,1,1,0
0,1,0,1,0,0,0,1,1,1
0,1,0,1,0,1,1,1,0,1
1,1,0,1,0,0,0,1,0,1
1,1,0,1,1,0,0,1,0,1
0,1,0,0,1,0,1,1,1,0
0,0,1,0,0,1,1,0,0,0
0,1,1,0,0,0,1,1,1,0
0,1,1,1,1,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0
1,0,1,1,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,1,0,0,0
1,0,0,0,1,0,1,1,0,1
0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,0,1,0,1,0
1,0,0,0,1,1,0,1,0,1
1,0,1,1,0,1,0,1,0,0
1,1,1,1,1,1,1,0,0,0
0,1,1,0,0,0,1,0,1,1
1,1,1,1,0,0,0,1,1,1
0,0,0,0,1,0,0,1,0,1
1,0,1,1,1,0,1,1,0,0
1,0,0,0,1,1,0,1,0,1
1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,1
0,1,0,0,1,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0
0,0,1,0,1,0,0,1,0,1
0,0,1,0,1,0,0,1,0,1
0,1,1,1,1,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,0,1
1,0,1,0,0,1,1,0,0,0
0,1,0,0,1,0,1,0,0,1
1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0,0
0,0,0,1,1,1,0,1,0,0
1,1,0,1,1,1,0,0,1,0
0,0,1,1,0,1,0,1,1,0
0,0,0,1,1,1,1,0,1,1
1,1,1,1,1,0,0,0,0,0
1,1,0,0,0,1,1,0,0,1
0,0,0,0,1,0,1,0,1,0
0,1,0,1,1,1,1,1,1,1
0,1,0,1,0,0,0,1,1,1
0,0,0,0,0,1,1,1,1,1
1,0,0,1,0,0,1,1,0,0
1,0,0,0,1,1,0,1,1,1
0,1,1,1,1,1,1,1,0,1
0,1,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,1,1
0,1,0,1,1,0,0,0,1,0
1,0,1,1,0,1,0,1,1,0
0,1,1,0,0,0,0,0,1,1
0,0,0,1,0,1,1,1,1,0
1,1,0,1,0,0,0,1,1,1
1,1,0,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,0,1,1,1
1,1,1,1,0,1,1,0,1,0
0,1,1,0,1,1,1,1,0,0
0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0
1,1,1,0,1,1,1,1,1,0
1,1,1,1,0,1,0,0,1,0
0,1,0,1,0,0,0,1,0,1
0,1,1,0,1,0,1,0,0,1
1,0,1,1,1,1,0,1,1,0
1,1,1,0,0,1,0,1,1,0
1,1,1,0,0,1,0,0,1,1
1,1,0,1,0,0,1,0,0,0
1,0,1,0,0,1,1,1,1,1
0,0,0,0,0,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1
0,0,0,0,1,0,1,1,0,1
1,0,0,1,1,1,1,1,1,0
0,0,0,1,1,1,0,0,0,1
0,1,1,0,0,1,1,1,0,0
1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0
1,0,1,0,0,1,0,0,0,0
1,1,0,1,0,1,0,1,0,1
1,0,1,1,0,0,1,1,0,0
0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,1,1,1,1,1
1,0,0,1,1,1,0,1,1,0
1,0,1,1,0,1,1,0,1,1
1,1,0,0,1,0,1,1,1,0
0,1,0,0,1,0,1,1,0,0
1,0,1,1,1,0,0,1,1,0
0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,0,0,0,1,0
0,0,1,1,1,0,0,1,1,0
0,0,1,1,0,0,0,1,0,0
1,1,1,0,0,1,1,1,0,0
0,1,1,1,0,0,1,0,1,0
0,0,0,1,1,1,0,1,1,0
0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,1,0,0,1,0
0,1,1,0,0,0,1,0,1,1
1,1,1,1,1,0,1,0,0,0
1,0,0,1,0,1,0,0,0,1
1,0,1,1,0,0,0,1,1,0
0,1,1,1,1,1,0,1,1,1
0,1,0,1,0,1,0,1,0,1
0,0,1,0,0,0,1,0,1,0
0,0,0,1,1,0,1,1,0,0
0,1,1,1,0,0,0,1,1,1
1,0,0,0,1,1,0,0,1,0
0,1,0,0,1,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,1
0,1,0,0,1,1,1,0,0,1
0,1,0,1,1,0,0,1,0,1
0,0,0,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,0,0
1,1,0,0,0,0,1,0,1,1
1,0,1,1,1,1,0,0,1,1
1,1,1,0,0,0,1,1,0,0
1,1,1,0,1,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0
0,0,1,1,1,0,0,0,0,1
1,0,1,1,1,1,0,1,0,0
1,0,1,1,0,0,0,0,0,1
0,1,1,0,1,0,1,1,0,0
1,1,1,0,0,1,1,0,1,1
0,0,1,1,0,0,1,1,1,0
0,0,0,1,1,1,0,1,0,0
1,1,0,0,1,0,1,1,0,0
1,0,0,0,1,1,0,1,1,1
1,1,0,1,0,1,0,0,0,0
0,1,0,1,1,0,1,1,0,1
0,0,1,1,1,1,1,1,1,0
1,1,1,1,0,1,0,1,1,1
0,0,1,1,0,1,1,1,0,0
1,0,0,1,0,1,0,0,0,1
0,1,1,1,0,1,0,1,0,1
1,0,0,0,1,1,0,1,1,1
1,1,1,1,1,0,1,1,0,1
1,1,0,0,0,1,0,1,1,0
0,0,1,0,0,1,1,1,0,1
0,1,1,1,0,0,1,1,0,1
1,0,0,0,1,1,0,1,1,1
1,1,1,0,0,0,0,1,1,0
0,1,0,1,1,0,0,1,0,1
1,1,1,0,1,1,1,0,1,1
1,1,1,1,1,0,0,1,0,1
1,1,1,0,0,0,0,1,1,0
1,1,0,1,0,1,0,0,1,0
1,0,1,1,1,1,1,0,1,1
0,0,0,1,0,1,0,0,0,1
0,0,0,0,1,1,0,1,1,1
1,0,0,1,1,1,1,0,1,1
1,0,1,0,0,0,0,0,1,0
0,1,0,1,1,0,1,1,0,1
1,0,1,1,1,0,1,0,1,1
0,1,0,0,1,0,0,0,0,1
0,1,0,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,1
0,0,1,1,0,1,1,0,0,1
0,1,1,1,1,0,0,1,0,1
1,0,1,0,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
1,0,1,1,0,0,1,0,0,1
0,0,1,0,0,1,0,1,0,1
0,1,1,0,1,1,1,1,0,0
0,0,1,1,0,0,1,1,0,0
1,1,1,1,0,1,1,0,1,0
0,0,1,1,0,1,1,0,0,1
1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,1,0,1,0
1,0,0,1,0,0,1,1,0,0
1,0,1,0,1,1,0,0,1,0
0,0,1,0,1,0,0,1,0,1
1,1,0,1,0,1,1,1,1,1
0,1,1,1,1,1,1,0,0,0
1,0,0,1,0,0,0,1,1,0
1,1,1,1,0,0,0,0,1,0
0,0,0,0,1,1,1,1,1,1
0,1,1,0,0,0,1,1,1,0
0,0,1,0,0,1,0,1,0,1
1,0,1,1,1,0,1,0,1,1
1,1,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,1,1,1
0,0,0,1,0,0,1,1,0,0
0,1,1,0,0,1,0,0,0,1
1,0,0,1,1,1,0,1,1,0
0,1,1,1,1,0,1,0,1,0
1,0,0,0,1,0,1,1,0,1
0,1,1,1,1,0,1,1,0,1
0,1,1,1,0,1,1,1,1,1
1,1,1,1,0,0,0,1,1,1
1,0,0,1,0,0,1,1,1,0
1,0,0,1,0,1,0,0,0,1
1,0,0,1,1,0,0,0,1,1
0,0,1,0,1,0,1,0,1,0
0,1,1,1,1,0,1,1,1,1
0,0,1,0,1,0,0,0,1,0
0,1,1,1,0,1,0,0,1,0
1,0,1,0,1,1,1,0,0,0
1,1,0,1,0,1,1,1,0,1
0,1,0,0,1,1,1,0,1,1
0,1,1,1,0,1,1,0,0,0
1,0,1,1,0,1,0,1,1,0
0,0,0,0,0,1,1,1,0,1
1,1,0,1,0,0,0,1,1,1
1,0,1,1,1,0,1,1,1,0
1,0,0,1,1,1,0,0,0,1
1,0,1,0,0,1,1,0,1,0
1,1,0,0,0,0,1,0,1,1
1,1,1,1,0,0,1,0,0,0
0,1,1,0,0,0,0,1,0,0
1,0,1,1,0,0,0,0,0,1
0,1,0,0,0,1,1,1,1,0
0,0,1,0,0,1,0,1,0,1
1,1,1,0,0,1,1,0,0,1
0,0,0,0,0,1,1,1,1,1
0,1,0,1,0,0,0,1,1,1
1,1,1,1,1,1,1,0,0,0
1,1,0,0,1,1,1,1,0,0
0,1,1,1,0,0,0,1,1,1
1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,0,0,0,1,0
1,0,1,1,0,1,0,1,1,0
0,1,0,0,1,1,0,0,1,1
0,0,1,1,1,0,1,1,1,0
1,1,0,0,0,0,1,1,1,0
0,0,1,0,1,0,0,0,1,0
0,1,1,0,1,0,1,1,1,0
0,0,0,1,0,0,1,0,1,1
1,0,1,0,0,1,1,1,0,1
1,0,1,0,0,1,1,0,0,0
0,0,0,0,0,1,1,1,1,1
0,1,1,1,0,0,0,0,1,0
1,0,1,0,0,0,1,1,0,1
1,1,0,1,0,0,1,0,1,0
1,0,0,1,0,1,1,1,1,0
0,1,1,0,1,0,1,1,0,0
0,1,0,0,0,0,0,1,1,0
0,1,0,1,0,1,0,1,1,1
0,0,1,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,0
0,1,0,1,0,0,0,0,1,0
1,1,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1
0,0,1,1,1,0,0,1,0,0
1,1,0,0,0,0,1,1,1,0
1,1,0,1,0,0,0,1,0,1
0,1,1,1,0,1,0,1,0,1
1,0,1,0,1,1,1,0,1,0
1,0,1,0,1,1,0,0,1,0
1,0,1,0,0,1,1,1,0,1
1,1,0,0,1,1,0,0,0,1
0,1,0,0,0,1,0,1,1,0
0,1,1,1,1,0,1,0,0,0
0,0,1,0,0,1,0,1,0,1
0,1,0,1,1,1,0,1,1,1
0,1,0,0,0,0,0,0,1,1
1,0,1,1,0,1,1,0,1,1
1,1,0,0,1,1,1,0,1,1
1,0,0,1,1,0,0,0,1,1
0,1,1,0,0,0,1,0,1,1
1,0,1,1,1,1,0,1,1,0
1,1,1,0,0,0,1,1,0,0
0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,1,1
0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,0,0,1,1,1
1,1,1,1,1,0,1,1,1,1
1,1,0,0,0,0,1,0,1,1
0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,1,1,1,0,1
1,1,1,0,0,0,1,0,0,1
1,1,1,0,1,0,1,1,0,0
0,0,1,1,1,1,0,1,1,0
1,0,0,1,0,1,1,1,1,0
1,1,1,0,0,0,1,0,1,1
1,1,1,0,0,0,1,0,1,1
1,0,0,1,0,0,0,1,0,0
0,1,1,0,1,1,0,0,1,1
0,1,1,1,1,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0
0,0,1,1,1,1,1,0,0,1
1,1,0,1,1,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,1,0,0
0,1,0,1,0,0,1,0,0,0
1,1,1,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0
0,0,1,0,1,1,0,0,1,0
1,1,0,0,0,0,1,1,0,0
1,1,1,0,1,0,1,0,0,1
1,0,1,1,0,1,1,1,0,0
1,0,0,1,1,0,1,1,1,0
0,0,0,1,1,0,0,1,0,0
0,0,1,1,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,1
0,0,1,0,1,0,1,1,0,1
0,1,1,0,1,0,1,1,1,0
1,1,0,1,1,1,0,1,1,1
1,0,0,1,1,1,0,1,1,0
0,0,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0,0
0,1,0,1,1,1,0,0,1,0
1,1,0,0,0,1,1,1,1,0
0,0,0,1,0,1,1,0,0,1
1,1,1,0,1,0,1,1,0,0
1,0,1,1,1,0,0,1,0,0
1,1,0,1,0,1,0,1,1,1
0,1,0,0,1,1,1,1,0,0
0,0,0,1,0,1,0,0,0,1
0,1,0,0,0,1,0,0,0,1
0,1,1,1,1,0,0,0,0,0
0,0,1,0,1,1,0,0,1,0
0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,1,1,0,1,1
1,1,0,0,1,0,1,0,0,1
1,1,0,1,1,1,1,1,0,1
0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1
0,1,0,1,1,1,1,1,0,1
1,0,1,1,0,0,0,0,1,1
0,0,1,1,0,1,0,0,1,1
1,1,1,0,1,0,1,1,1,0
1,0,0,1,1,1,0,0,0,1
1,0,1,0,0,0,1,1,1,1
1,1,0,1,0,1,1,1,1,1
1,0,1,0,0,0,1,0,1,0
1,1,0,1,1,0,1,1,0,1
1,1,0,1,1,1,0,0,1,0
1,0,0,0,1,1,1,0,1,0
1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0
1,1,0,1,1,1,0,0,0,0
0,1,0,1,1,0,1,0,0,0
0,1,1,1,1,0,1,0,0,0
1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0
0,1,1,1,1,1,0,0,0,0
1,1,1,1,0,0,1,1,0,1
1,1,1,0,1,1,1,0,1,1
0,0,0,0,1,1,0,1,0,1
1,0,0,0,0,0,0,1,0,1
1,0,0,0,1,1,0,1,1,1
0,1,0,0,1,1,1,1,1,0
1,1,0,0,0,1,0,1,0,0
1,0,0,0,1,0,1,1,1,1
0,0,0,1,0,1,0,0,1,1
1,0,0,1,0,1,1,1,1,0
1,0,0,0,1,0,1,0,0,0
0,1,0,1,1,0,0,1,1,1
1,1,1,0,0,0,1,1,0,0
0,1,0,1,0,1,0,0,1,0
0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,1,1,1,1
0,0,0,0,0,1,1,1,1,1
1,0,1,1,0,0,1,1,0,0
1,0,0,0,0,1,1,1,0,1
1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,1,1,1,0,1
0,1,1,0,0,1,1,0,1,1
1,1,1,1,0,0,0,0,0,0
0,1,1,1,1,0,1,1,1,1
0,0,1,0,0,0,1,1,0,1
1,0,0,1,1,1,1,0,1,1
0,1,0,0,1,0,1,1,1,0
1,0,1,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,1,1
1,1,1,1,0,1,1,0,0,0
1,1,1,0,0,0,1,1,1,0
0,0,1,0,1,0,0,1,0,1
0,0,1,0,1,1,1,0,1,0
0,1,1,0,0,1,0,1,1,0
0,1,1,1,1,0,1,0,1,0
0,0,0,0,1,1,0,1,0,1
1,1,1,0,0,0,1,1,0,0
1,0,1,1,1,0,1,0,0,1
0,1,0,0,0,1,0,0,1,1
0,1,1,0,1,1,1,1,1,0
1,0,1,0,0,1,0,1,0,1
0,1,0,1,1,0,0,1,1,1
1,0,0,0,1,1,0,1,1,1
0,1,1,1,1,1,0,1,1,1
1,1,0,1,0,1,0,0,0,0
0,1,1,0,0,0,1,1,1,0
0,0,0,1,0,1,1,0,0,1
1,1,0,1,1,1,0,0,0,0
0,0,1,1,1,0,1,1,1,0
0,1,0,1,1,1,0,0,1,0
1,1,1,0,1,1,0,0,1,1
1,0,1,0,1,1,0,1,1,1
0,0,1,1,1,1,0,0,1,1
1,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,1,1,0,1
0,1,1,0,1,1,0,1,1,0
1,0,1,0,0,1,0,1,1,1
1,0,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,0,0
1,1,1,0,1,1,0,1,0,0
1,0,1,1,1,1,0,1,0,0
0,1,1,0,1,1,0,0,1,1
1,1,0,1,1,1,0,1,1,1
0,1,0,0,0,1,1,1,0,0
1,0,1,1,1,0,1,1,0,0
0,1,1,1,0,0,0,0,1,0
0,1,1,1,1,0,1,1,1,1
0,1,1,0,1,0,1,0,0,1
1,0,1,0,1,0,1,1,1,1
1,1,1,1,1,1,0,0,0,0
1,0,0,1,1,1,1,1,0,0
1,1,1,1,1,1,1,0,0,0
0,1,0,0,1,1,1,0,1,1
0,0,0,0,1,0,1,1,0,1
0,0,1,1,1,1,1,0,1,1
1,1,0,0,1,0,0,1,1,0
0,0,1,1,0,0,0,1,0,0
1,1,1,0,1,0,0,0,1,1
0,0,1,1,1,1,0,1,0,0
1,1,0,1,1,1,0,0,0,0
0,1,1,0,1,0,0,1,1,0
1,1,1,0,0,1,1,0,0,1
0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,1
0,1,1,0,1,1,1,1,1,0
1,0,0,0,1,1,0,1,0,1
0,1,1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,0,0,1
1,0,1,1,0,0,0,1,0,0
1,1,1,1,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,0
1,0,1,0,1,0,1,1,0,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,1,1,0,1,0,0
0,0,0,1,1,0,1,0,0,1
1,1,0,1,0,0,1,1,0,1
0,0,0,1,1,1,1,1,1,0
0,1,1,1,1,0,0,1,1,1
0,1,0,0,0,1,1,1,1,0
0,1,1,1,0,0,0,0,0,0
0,1,0,1,0,1,0,1,1,1
1,1,0,1,0,1,1,1,1,1
1,1,1,0,0,1,0,1,0,0
1,1,1,1,1,0,1,1,1,1
1,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,1,1,1,0
1,0,1,0,1,0,1,1,1,1
0,0,0,0,1,1,0,0,0,0
1,0,1,0,1,1,0,0,0,0
1,1,1,0,1,1,0,0,1,1
0,0,0,1,0,0,1,1,1,0
0,1,0,1,0,1,0,0,0,0
1,1,1,0,0,0,0,0,1,1
0,0,1,1,1,0,0,0,0,1
1,0,1,1,0,0,1,0,0,1
1,1,1,0,0,1,0,1,0,0
0,0,0,1,1,1,1,1,1,0
1,1,0,1,1,0,0,1,1,1
1,1,1,1,0,1,1,0,0,0
1,0,0,1,0,0,0,1,0,0
1,1,1,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0,1,1
1,1,1,0,0,0,1,0,0,1
0,1,0,0,0,0,1,1,0,0
