D0,F1,F2,F3,F4,F5,D6,F7,F8,Label
0,0,0,1,1,1,0,1,0,0
1,1,0,0,1,1,0,1,1,1
1,0,1,0,1,0,1,1,1,0
0,1,1,1,1,0,0,1,0,0
0,0,1,0,1,1,1,1,1,1
1,1,0,0,0,0,1,1,1,0
1,0,0,1,1,1,0,1,0,1
0,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0
1,1,0,1,1,1,1,1,0,0
0,1,0,1,1,0,1,0,0,1
1,1,1,0,1,0,1,0,0,0
0,1,0,0,1,1,0,1,0,0
1,0,1,1,0,1,0,1,0,1
0,1,1,0,0,1,1,0,0,1
0,1,1,0,0,1,0,1,0,0
1,0,1,1,1,0,0,1,1,1
0,0,0,1,0,0,0,1,0,0
1,0,1,1,0,1,1,0,0,0
1,1,0,1,0,0,0,1,0,1
0,1,0,0,0,0,0,1,1,0
1,1,1,0,1,1,0,0,0,1
1,0,1,0,1,0,1,0,1,0
1,1,0,1,1,0,0,0,1,1
1,1,1,0,1,0,0,0,0,1
0,1,0,1,0,0,0,0,1,0
1,1,1,1,1,0,1,0,0,0
0,1,1,1,0,0,1,1,0,1
0,1,1,0,0,1,0,0,1,0
1,1,1,1,1,0,0,1,1,1
1,1,1,0,1,0,0,0,1,1
1,0,1,0,0,0,1,1,1,0
1,1,1,0,0,1,1,1,1,0
1,1,0,1,0,0,1,0,1,0
1,1,0,1,0,0,0,1,1,1
1,1,1,1,1,1,0,0,0,1
1,0,1,0,1,0,1,0,0,0
1,0,0,0,1,1,0,0,0,1
0,0,0,0,0,1,1,1,0,1
1,1,0,1,0,1,1,0,0,0
1,1,0,1,1,1,0,1,0,1
0,0,0,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,0
1,1,1,0,0,0,1,1,0,0
0,1,1,1,1,1,0,1,0,0
1,1,1,1,0,1,0,0,0,1
0,1,0,1,0,0,1,0,0,1
1,1,1,0,1,1,0,1,1,1
0,1,0,0,0,1,1,0,0,1
1,1,0,1,1,0,0,1,1,1
0,1,1,1,0,1,0,0,0,0
0,1,0,1,1,0,0,0,1,0
0,0,1,0,0,1,0,0,1,0
1,1,0,0,1,1,0,0,0,1
0,1,0,0,1,0,1,1,0,1
0,1,1,1,0,1,0,1,1,0
1,0,0,0,0,1,1,1,0,0
0,1,1,0,0,0,0,1,0,0
0,1,1,1,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,1
0,1,1,0,1,0,1,1,1,1
1,0,0,1,0,1,0,1,1,1
0,0,0,1,0,0,0,1,0,0
1,1,0,1,0,0,1,1,0,0
0,1,1,0,0,1,1,0,1,1
0,0,0,0,1,0,0,0,1,0
1,1,0,1,1,0,1,0,0,0
1,0,0,0,1,0,1,1,1,0
0,0,0,0,1,0,0,1,0,0
1,1,1,0,0,0,0,0,1,1
1,1,0,1,1,0,0,0,0,1
0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,1,1,1,1,0
0,1,0,0,0,1,1,1,0,1
0,1,0,0,1,0,0,0,1,0
0,0,1,1,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0
1,0,1,1,0,1,1,1,1,0
1,0,1,1,0,0,1,1,0,0
0,0,0,0,1,1,0,1,0,0
0,0,0,0,1,0,1,0,1,1
0,1,0,0,0,1,1,1,1,1
1,0,0,1,1,1,0,0,1,1
1,0,1,0,0,1,1,0,1,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,0,0,1,1
1,1,1,1,0,1,0,0,1,1
1,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,1,1,0,0
1,1,0,0,1,1,0,1,0,1
1,0,0,0,1,1,0,0,1,1
0,0,0,1,0,1,0,0,1,0
0,1,0,0,1,1,0,1,0,0
1,0,1,0,0,1,1,0,0,0
0,0,1,1,1,1,1,0,0,1
0,1,1,0,1,1,0,0,1,0
0,1,1,1,1,1,1,0,1,1
0,1,1,0,0,0,0,1,1,0
0,0,1,1,0,1,0,0,1,0
1,1,1,0,1,0,1,0,0,0
0,1,0,1,1,1,0,1,0,0
1,0,1,1,0,0,1,1,0,0
0,0,0,1,1,0,0,0,1,0
1,0,0,1,1,1,0,0,0,1
0,0,1,1,0,1,1,0,0,1
1,1,1,0,0,1,0,0,0,1
0,1,1,0,1,1,0,1,1,0
1,1,0,0,1,1,1,1,1,0
0,1,0,0,0,1,1,1,1,1
1,0,1,0,0,0,1,0,1,0
0,1,0,1,0,1,0,1,1,0
1,1,1,0,1,1,0,1,1,1
0,1,1,0,0,0,1,0,0,1
0,1,0,0,1,1,0,0,1,0
0,0,0,1,1,0,1,1,1,1
0,1,1,0,0,0,1,1,1,1
1,0,0,1,0,1,1,1,0,0
1,0,0,1,1,0,0,0,1,1
1,1,1,1,0,1,0,0,1,1
1,0,0,1,1,1,0,1,0,1
0,1,0,0,1,1,1,1,0,1
0,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,1,1
0,1,0,0,0,0,1,1,1,1
0,1,1,0,1,1,0,0,0,0
1,1,0,0,1,1,1,0,1,0
1,1,0,0,1,0,0,1,1,1
0,1,0,0,0,0,0,1,1,0
1,1,1,0,1,1,0,0,0,1
0,0,0,0,0,0,1,1,1,1
0,0,1,1,0,1,1,0,1,1
0,1,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0
0,0,1,1,1,1,0,1,1,0
1,1,0,1,0,0,0,1,1,1
0,1,0,1,0,1,1,1,1,1
0,0,0,1,0,0,0,1,1,0
0,1,1,1,1,0,1,1,0,1
1,0,1,0,1,1,1,1,0,0
1,0,1,1,0,1,1,0,0,0
1,1,1,1,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1
1,0,0,1,1,0,1,1,1,0
0,1,0,1,0,1,0,1,1,0
0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,1,1,1,1,0
1,1,1,0,1,0,1,0,0,0
1,0,1,1,0,1,1,0,0,0
1,1,0,1,1,0,0,0,1,1
0,0,0,1,0,1,1,1,1,1
0,1,0,1,1,0,0,1,0,0
1,0,0,1,0,0,0,0,1,1
1,1,0,1,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0,1
0,1,0,1,0,1,1,0,1,1
0,1,0,0,0,1,0,1,1,0
1,0,0,0,1,0,0,1,1,1
0,1,1,1,0,0,0,1,1,0
0,0,0,1,1,0,0,1,0,0
1,1,0,0,1,0,1,0,1,0
1,0,0,0,1,1,1,1,0,0
1,0,1,0,1,0,1,1,0,0
1,0,1,0,1,0,1,1,0,0
0,1,1,0,0,1,1,0,0,1
0,0,1,0,1,1,1,0,0,1
0,0,1,1,1,0,1,0,1,1
1,0,1,0,1,0,0,0,1,1
0,0,0,1,0,0,0,1,1,0
0,1,1,0,1,1,1,0,0,1
1,1,1,1,1,0,0,0,0,1
1,1,0,0,0,1,0,0,1,1
1,0,0,1,0,0,1,0,0,0
1,0,0,1,1,0,0,1,0,1
0,0,1,1,0,1,0,0,1,0
1,0,0,0,1,0,1,0,1,0
1,1,1,1,1,0,0,1,1,1
0,1,1,1,0,0,0,1,1,0
0,1,1,1,0,1,0,1,0,0
0,1,1,1,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0
0,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,1,0,0,1
0,1,1,0,0,1,0,1,0,0
0,0,1,1,1,1,1,0,1,1
0,0,1,1,0,1,0,1,0,0
1,0,0,0,0,1,1,0,0,0
1,1,0,1,1,1,1,0,1,0
0,1,1,1,0,1,1,0,0,1
1,1,0,0,1,1,1,0,1,0
0,0,1,1,1,0,0,1,0,0
1,1,1,0,0,1,1,1,0,0
1,1,0,1,0,0,0,0,1,1
1,1,0,0,0,1,1,0,0,0
0,1,1,0,1,1,1,0,0,1
1,1,1,0,0,1,1,0,0,0
0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,1,0,1
1,1,1,0,0,0,0,1,0,1
1,0,0,1,0,0,0,1,1,1
1,0,1,1,0,1,1,0,0,0
0,1,0,0,0,0,1,0,0,1
1,1,0,1,1,1,1,0,1,0
0,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,0,0,1,0
0,0,0,1,1,0,0,1,0,0
0,0,1,0,0,0,1,1,0,1
1,1,1,0,0,0,0,1,1,1
0,1,0,0,1,0,1,1,0,1
1,0,1,0,1,0,1,0,0,0
1,1,1,1,1,0,1,0,1,0
0,0,0,1,1,1,1,0,0,1
0,1,0,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0
1,1,0,1,0,1,1,1,0,0
0,0,1,1,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,0
1,0,1,0,0,0,0,0,1,1
0,1,0,1,0,1,0,1,1,0
0,0,0,1,0,0,0,1,0,0
0,1,1,0,1,1,1,1,0,1
1,0,1,0,1,1,1,1,0,0
0,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0
1,0,0,1,0,1,0,1,1,1
1,1,1,0,0,0,1,1,1,0
1,0,1,1,0,0,1,1,0,0
1,0,0,1,1,0,0,1,0,1
1,0,1,0,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,1,1,0
0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,0,1,1,1,1
0,1,1,1,0,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1
1,1,0,0,0,1,1,0,0,0
0,0,1,1,0,1,0,0,1,0
0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,0,1,1,0,0
0,1,0,1,0,0,0,1,0,0
1,1,0,0,1,0,1,1,0,0
0,0,0,1,1,1,1,1,0,1
0,1,1,0,1,1,1,0,0,1
0,1,1,0,0,0,1,1,0,1
0,0,1,1,1,1,0,1,1,0
1,0,1,0,1,1,0,1,1,1
0,0,1,1,0,1,0,0,0,0
1,1,1,1,0,0,0,1,1,1
1,1,0,0,0,1,0,1,0,1
0,1,0,1,0,1,1,0,0,1
1,1,0,0,0,1,0,0,1,1
0,1,1,0,1,1,0,1,1,0
0,1,1,0,1,1,1,1,1,1
1,0,0,1,1,1,0,0,1,1
1,1,0,0,1,1,1,1,0,0
0,1,0,0,1,0,0,1,0,0
1,1,1,0,1,1,1,1,1,0
1,1,0,1,0,0,1,1,0,0
0,1,1,1,0,0,1,1,0,1
0,1,1,1,0,0,1,0,1,1
1,1,1,1,1,1,0,0,0,1
0,0,0,1,1,1,0,1,1,0
1,1,1,0,0,1,1,1,1,0
0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0
0,1,0,0,1,0,0,1,0,0
1,1,0,0,0,0,1,0,1,0
1,0,1,1,1,0,1,1,1,0
1,0,0,0,0,1,1,0,1,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,1
1,1,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0
1,0,1,0,0,1,0,0,0,1
1,1,1,1,0,1,1,1,0,0
1,0,1,1,0,0,0,0,0,1
0,1,1,0,1,0,0,1,1,0
1,1,1,1,0,0,1,1,0,0
1,0,1,0,1,1,1,1,0,0
1,1,0,0,0,0,0,1,0,1
0,0,1,0,1,0,1,0,0,1
0,0,1,0,1,1,0,0,1,0
1,1,1,0,0,1,0,0,0,1
1,1,1,1,0,0,1,0,1,0
1,0,0,0,1,0,0,1,0,1
1,1,0,0,1,1,0,0,1,1
0,1,0,0,0,1,0,1,1,0
0,1,1,1,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,1
1,0,0,1,1,1,0,0,0,1
1,1,0,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,1,0,1,1,1
0,1,1,0,1,1,0,1,0,0
1,0,0,1,0,0,1,1,1,0
1,1,1,0,1,0,0,1,0,1
1,0,0,1,1,1,0,1,0,1
1,1,0,1,1,1,0,0,1,1
1,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,1,1,0,1
1,0,1,0,0,1,1,0,0,0
0,1,1,1,0,1,0,0,1,0
1,1,1,1,1,1,0,1,1,1
1,0,0,0,0,0,0,1,0,1
0,0,1,1,1,0,1,0,1,1
0,1,0,1,0,1,0,1,1,0
0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,0,1,1
1,0,0,1,0,1,0,1,0,1
0,1,0,1,0,0,1,0,0,1
0,0,0,0,0,1,1,1,0,1
1,1,1,1,1,1,0,1,0,1
0,0,1,1,1,0,0,0,0,0
1,0,1,1,0,1,1,1,1,0
0,1,1,1,0,1,0,1,0,0
1,1,0,1,1,1,0,1,1,1
1,1,0,0,1,1,1,1,1,0
0,0,1,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,0,0
0,0,1,0,0,1,0,1,0,0
1,1,1,1,1,0,1,1,1,0
0,1,0,1,1,1,1,1,0,1
1,1,0,0,0,1,1,0,1,0
1,1,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,1,1,0
1,0,0,0,1,1,0,1,0,1
0,1,0,1,1,0,0,0,0,0
1,0,0,1,1,1,1,1,1,0
0,1,1,0,0,1,1,0,1,1
0,1,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,0,0,1
1,1,0,1,1,0,1,1,0,0
1,0,0,0,1,1,1,1,0,0
0,0,1,0,1,1,1,1,1,1
1,0,1,1,0,0,1,0,1,0
1,1,1,1,0,0,1,1,1,0
1,1,1,0,0,0,1,1,1,0
0,0,1,1,1,1,0,1,0,0
0,1,0,1,1,0,1,1,0,1
1,1,1,1,1,1,0,1,0,1
1,0,0,1,1,1,1,0,0,0
1,1,0,0,0,1,0,1,0,1
1,0,1,0,1,1,1,1,0,0
1,0,0,1,1,0,1,0,0,0
1,1,0,0,0,0,1,1,0,0
1,1,1,0,0,0,1,1,1,0
0,0,0,0,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,0
1,0,1,1,0,0,1,1,0,0
0,0,0,0,1,0,1,0,0,1
1,0,1,1,1,1,0,1,1,1
1,0,1,0,1,1,0,0,0,1
1,1,0,0,1,0,1,1,1,0
1,0,1,1,1,1,0,1,1,1
1,0,0,0,0,0,0,1,1,1
1,0,1,1,1,1,0,0,1,1
0,0,1,1,0,1,1,1,1,1
0,0,1,0,0,1,1,1,1,1
0,0,0,0,0,0,1,0,0,1
0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,0,1,0,0,0
0,0,0,0,1,1,1,0,1,1
1,1,1,0,0,1,0,0,1,1
0,1,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0,1,1,1
1,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,1,0
0,0,0,1,0,1,1,0,1,1
0,1,1,0,0,0,1,1,0,1
0,1,1,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0
0,0,1,0,1,1,0,0,0,0
1,0,0,1,1,0,1,1,1,0
0,1,1,0,1,1,0,1,0,0
0,0,0,0,0,1,1,1,0,1
0,1,0,1,0,1,1,1,0,1
1,1,1,0,1,1,0,1,0,1
0,0,0,0,0,1,1,0,0,1
0,0,1,0,1,0,0,0,1,0
1,0,0,0,0,1,0,1,1,1
0,1,1,0,0,0,0,0,1,0
1,1,0,1,1,0,0,0,1,1
1,0,1,1,0,1,0,1,0,1
1,1,0,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,0
1,0,0,0,1,0,0,0,1,1
1,0,1,0,1,1,0,0,0,1
0,0,0,0,1,1,0,0,1,0
1,1,1,1,0,0,1,1,1,0
0,0,0,0,0,0,0,1,0,0
1,1,1,0,1,1,0,0,0,1
0,1,1,1,0,1,1,0,1,1
1,0,0,0,0,0,0,0,1,1
0,1,1,1,0,0,1,1,1,1
1,0,1,0,0,0,1,1,0,0
0,0,0,0,1,1,1,1,0,1
1,0,0,0,1,0,1,1,0,0
0,0,1,0,0,1,0,0,0,0
1,1,0,1,1,1,0,1,1,1
1,0,0,1,0,1,1,0,1,0
0,0,1,0,0,0,1,1,0,1
1,0,1,1,1,0,0,0,0,1
0,0,1,1,0,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,0,1,0,0,0,1
0,1,0,1,1,1,1,0,1,1
0,0,1,0,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,1
0,1,0,1,1,1,0,1,1,0
1,1,1,1,1,1,0,0,1,1
0,0,0,1,1,0,1,1,0,1
0,0,1,1,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,0
0,0,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,0,1
1,0,0,0,1,1,1,0,1,0
0,1,0,0,1,0,1,0,0,1
1,1,1,1,0,1,1,1,1,0
1,1,0,1,0,0,0,0,0,1
0,1,1,0,1,1,1,0,1,1
1,0,0,0,1,1,1,1,0,0
0,1,0,1,0,1,1,1,1,1
1,1,1,0,1,1,1,0,0,0
1,1,0,0,0,0,1,1,1,0
0,0,0,0,1,1,1,0,1,1
1,1,0,1,1,1,1,0,0,0
1,0,1,0,0,1,1,0,0,0
1,0,1,0,0,1,1,0,0,0
0,0,1,0,1,0,1,0,1,1
1,0,1,1,0,0,0,0,0,1
1,1,0,1,1,0,0,0,0,1
1,1,0,1,0,1,1,0,1,0
0,0,0,0,0,1,1,1,0,1
0,1,1,0,1,1,1,1,1,1
1,0,0,1,1,0,0,0,1,1
0,1,0,1,0,0,0,1,1,0
0,0,1,1,1,0,1,1,1,1
1,1,1,1,1,0,1,1,0,0
1,1,0,1,0,0,0,0,1,1
1,1,1,0,1,0,1,0,1,0
0,1,0,1,0,0,1,0,0,1
1,1,0,1,1,0,1,0,0,0
0,1,1,1,1,0,0,1,0,0
1,1,1,0,1,1,1,1,1,0
0,0,1,1,1,1,0,1,1,0
1,0,0,1,1,0,0,0,0,1
0,1,1,1,1,0,0,1,0,0
0,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,0,0,1,1
0,0,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1
1,1,1,0,1,1,1,1,1,0
1,1,0,1,0,1,0,0,0,1
1,0,1,0,1,1,0,1,0,1
1,0,1,1,0,1,0,0,0,1
0,0,0,1,1,0,1,1,1,1
1,1,0,0,1,0,1,1,0,0
0,0,1,1,0,1,0,0,0,0
1,0,0,0,1,0,0,1,0,1
1,1,1,0,0,1,0,0,1,1
1,0,0,0,0,1,1,0,1,0
0,0,1,0,0,1,0,1,1,0
0,0,1,1,1,1,0,1,0,0
0,1,0,1,1,0,0,0,1,0
1,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0
0,0,1,1,1,0,1,1,0,1
1,0,1,0,1,0,1,0,0,0
0,1,0,1,0,1,0,1,1,0
1,0,1,0,0,0,0,0,0,1
0,0,1,1,0,0,1,1,0,1
0,0,1,1,0,1,1,1,1,1
0,1,1,0,0,1,1,1,0,1
0,0,1,1,0,0,0,1,0,0
1,0,0,1,0,0,1,0,1,0
0,0,1,1,1,0,0,0,1,0
1,1,0,1,1,1,1,1,1,0
0,1,1,1,1,1,0,0,0,0
1,0,0,0,1,1,0,0,0,1
1,1,0,0,1,1,1,0,0,0
1,0,0,0,1,1,1,0,0,0
1,0,1,1,0,1,1,0,0,0
0,1,0,0,0,0,0,1,0,0
0,1,0,1,0,0,1,1,0,1
0,0,1,1,0,1,0,0,1,0
0,1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,0,1,0,1
1,1,0,1,0,0,1,1,1,0
0,1,0,0,1,1,1,0,1,1
0,0,0,1,0,1,0,1,1,0
1,0,0,1,0,0,1,0,0,0
1,0,1,1,1,0,0,1,1,1
0,0,1,0,1,0,1,0,1,1
1,0,0,1,0,1,1,1,1,0
1,1,1,0,1,1,1,1,1,0
1,0,0,1,0,0,1,1,0,0
0,0,0,1,0,1,1,0,0,1
0,0,0,0,0,0,1,1,0,1
0,0,1,1,0,0,0,0,0,0
1,0,1,1,1,0,1,1,0,0
1,0,1,1,0,0,1,1,1,0
0,1,1,1,1,0,0,0,0,0
0,1,1,0,0,0,1,0,0,1
1,1,0,1,0,0,0,0,1,1
0,0,0,0,1,1,1,0,1,1
0,1,0,0,0,1,0,1,0,0
1,0,0,0,1,1,0,1,1,1
1,0,0,1,1,0,1,0,1,0
1,0,0,1,0,1,1,1,0,0
1,0,1,0,1,1,1,1,1,0
0,0,1,0,1,0,0,0,1,0
1,1,1,1,0,1,0,1,0,1
0,0,1,0,0,0,0,1,1,0
0,1,1,0,0,1,1,1,1,1
0,0,0,1,1,1,0,1,0,0
1,0,0,1,0,0,1,0,1,0
1,0,1,1,1,1,1,1,1,0
1,0,0,0,1,1,1,0,1,0
0,0,1,0,1,0,0,1,1,0
0,1,0,1,1,1,1,1,0,1
1,0,1,0,1,0,0,0,0,1
0,0,0,1,1,0,0,1,1,0
1,1,1,1,0,1,1,1,1,0
0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,0,0,1,1
1,1,0,1,1,1,0,0,0,1
0,1,1,0,1,0,1,1,1,1
1,1,1,0,0,1,0,0,1,1
0,0,1,1,1,1,1,0,1,1
1,0,1,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,1,1
0,1,1,0,1,1,1,0,0,1
1,0,0,0,0,1,1,1,1,0
1,1,0,1,1,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0
1,1,0,0,0,0,0,1,0,1
0,0,1,0,1,1,1,1,1,1
0,1,0,1,1,0,1,0,1,1
0,1,0,1,1,1,1,1,0,1
1,1,0,1,0,0,1,0,1,0
1,0,0,0,1,0,1,0,0,0
0,1,0,1,1,0,1,1,1,1
0,1,1,1,0,0,0,0,0,0
0,1,1,1,0,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0
1,1,1,0,1,1,0,0,0,1
1,0,1,1,0,1,0,1,0,1
1,1,1,1,1,1,0,0,1,1
1,1,1,0,0,1,1,0,1,0
1,1,0,1,0,1,1,0,0,0
1,0,0,1,1,1,0,1,1,1
0,0,1,1,1,0,0,0,1,0
1,1,0,1,0,1,1,0,1,0
0,0,0,0,0,1,1,1,1,1
0,1,1,1,1,1,0,0,1,0
1,1,0,0,1,1,1,1,0,0
0,1,1,1,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,1
0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,0,1,1,1
0,0,0,0,1,1,0,1,1,0
1,1,1,1,0,1,1,0,0,0
1,0,0,0,1,0,1,0,1,0
0,0,0,0,1,1,1,1,0,1
1,1,1,1,0,0,0,1,1,1
0,1,1,0,0,1,1,0,1,1
1,1,0,1,1,1,1,0,1,0
1,1,0,1,1,0,0,0,1,1
0,1,1,0,0,0,0,1,0,0
0,0,0,1,1,0,0,1,1,0
0,0,0,0,1,0,1,0,0,1
0,1,1,1,1,1,1,0,1,1
1,0,1,1,0,1,1,1,1,0
0,1,1,0,0,0,1,1,1,1
1,0,1,0,1,1,1,1,1,0
1,1,1,0,0,0,1,0,0,0
0,1,1,0,0,1,1,0,1,1
1,1,0,1,1,1,0,1,1,1
1,1,1,1,1,0,1,1,1,0
1,1,0,0,0,0,0,1,1,1
0,0,0,1,1,0,0,0,1,0
1,0,1,0,1,0,0,0,1,1
1,0,0,1,1,1,0,0,0,1
1,0,1,1,1,0,1,0,1,0
1,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,1,0,1
1,0,0,0,0,0,1,0,1,0
0,0,1,1,1,0,0,1,1,0
0,0,0,0,1,1,1,1,0,1
0,1,1,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,0
1,0,1,1,1,1,0,0,1,1
0,0,0,1,0,1,1,0,1,1
0,1,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,0,1,1
1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,1,1,0
0,1,1,1,0,0,0,1,1,0
1,0,0,0,1,1,0,1,1,1
0,0,1,0,1,1,1,0,0,1
0,1,0,1,1,0,1,1,1,1
1,0,1,0,1,0,1,1,0,0
1,0,0,0,0,0,0,0,1,1
0,1,0,0,1,0,0,1,0,0
0,0,0,0,1,0,1,1,1,1
1,1,0,1,1,1,1,0,0,0
1,1,1,0,1,1,1,1,1,0
1,0,0,0,0,1,1,1,1,0
0,1,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0,1,1
0,1,1,0,0,0,1,1,0,1
1,1,0,0,1,0,0,1,0,1
0,0,0,1,0,0,1,1,1,1
0,1,0,0,1,0,0,1,1,0
0,0,1,0,1,1,0,0,0,0
1,1,1,0,1,0,1,1,0,0
1,1,1,0,0,0,1,1,1,0
1,1,1,1,0,1,0,0,0,1
0,1,1,0,0,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
0,0,1,1,1,1,1,0,0,1
0,0,0,0,1,1,0,1,0,0
1,1,1,0,1,1,0,0,1,1
1,1,0,1,1,1,0,1,0,1
0,1,1,1,0,1,0,1,0,0
1,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,1,1,0,1
1,1,1,0,1,0,0,0,1,1
0,0,1,0,0,1,0,0,1,0
1,0,0,0,0,1,1,1,0,0
0,1,0,1,0,0,0,1,0,0
1,1,1,0,1,0,1,0,1,0
1,1,1,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,1,0,1,1
1,0,1,1,0,0,1,1,1,0
1,1,1,1,1,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0
0,0,0,0,1,0,1,1,1,1
0,1,1,1,0,0,1,1,1,1
1,0,1,0,0,1,0,0,1,1
1,0,0,0,1,1,0,1,0,1
1,1,1,1,1,0,1,1,1,0
0,1,1,1,0,0,0,1,1,0
1,1,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,0,1,0
1,0,0,0,1,1,0,1,1,1
1,1,1,0,1,0,1,0,1,0
1,0,0,0,0,1,0,0,1,1
1,1,0,0,0,1,0,0,0,1
0,1,1,0,0,1,1,0,1,1
0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,1,1,1,1
0,1,0,0,1,0,0,1,0,0
1,1,0,1,0,1,0,1,1,1
1,1,1,1,0,0,1,1,0,0
0,1,0,1,1,0,0,0,0,0
0,0,0,1,1,0,0,1,1,0
1,1,1,0,1,0,1,1,1,0
1,0,0,0,0,0,1,0,1,0
1,1,0,0,0,1,1,1,0,0
0,1,1,1,1,0,1,0,1,1
1,0,1,1,0,1,0,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,1
0,1,0,1,1,0,1,1,0,1
0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0
1,0,1,0,0,1,0,1,0,1
1,1,0,0,0,0,1,1,0,0
1,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,1,1,1
0,0,0,1,1,1,0,0,0,0
1,0,0,0,1,0,0,1,1,1
1,0,0,1,0,0,1,0,0,0
1,1,1,0,0,1,0,0,0,1
1,0,1,1,0,1,1,0,1,0
0,1,1,0,1,0,1,0,0,1
1,1,1,1,1,1,1,1,0,0
0,0,0,0,1,1,1,1,0,1
1,1,1,1,0,0,0,0,0,1
1,0,0,1,0,1,0,0,1,1
0,0,1,1,1,0,1,0,0,1
1,0,0,1,0,1,0,1,1,1
0,0,0,0,0,0,1,1,0,1
0,0,1,1,1,1,0,0,0,0
1,1,0,1,1,1,1,1,1,0
0,1,1,0,1,0,0,0,1,0
0,1,0,1,0,0,1,1,0,1
